# format=sail-log v1
# logger=synth-log.mjs (synthetic)
# boat=Moth GBR 4242 (synthetic)
# class=Moth
# rate_hz=10
# declination_deg=-1.2
# imu_mount=x_fwd_y_stbd_z_down
# rudder_center_us=1510
# rudder_deg_per_us=0.1
# sheet_in_us=1000
# sheet_out_us=2000
# tws_source=none
# imu_fusion=rotation_vector
# gnss_rate_hz=5
t_ms,utc_ms,gnss_new,lat,lon,sog,cog,sacc,hacc,fix,sats,yaw,roll,pitch,gx,gy,gz,ax,ay,az,rudder_us,sheet_us,aux1_us,aux2_us,vbat,event,tws,twd
127280,,0,,,,,,,0,0,135.1,5.6,0.5,-0.15,-1.24,-0.62,1.00,-1.56,-9.56,1518,1292,,,4.05,0,,
127380,,0,,,,,,,0,0,134.6,6.3,0.4,2.49,-1.28,0.77,0.63,-0.57,-10.06,1518,1291,,,4.06,0,,
127480,,0,,,,,,,0,0,135.2,7.1,0.4,2.11,-0.40,1.61,0.34,-0.66,-9.58,1515,1293,,,4.06,0,,
127580,,0,,,,,,,0,1,135.6,7.2,0.4,0.33,-0.52,0.01,0.78,-1.48,-9.52,1516,1294,,,4.04,0,,
127680,,0,,,,,,,0,1,135.1,7.4,0.7,0.97,1.20,-0.48,1.07,-1.75,-9.23,1511,1293,,,4.05,0,,
127780,,0,,,,,,,0,1,134.8,7.7,0.8,0.68,0.36,-0.06,0.63,-1.24,-9.81,1517,1292,,,4.06,0,,
127880,,0,,,,,,,0,1,135.0,7.4,0.7,-0.35,-1.07,0.11,1.10,-1.13,-9.24,1514,1295,,,4.03,0,,
127980,,0,,,,,,,0,1,135.8,7.0,0.6,-1.06,-0.53,1.12,-0.07,-1.40,-9.73,1513,1294,,,4.04,0,,
128080,,0,,,,,,,0,1,135.7,7.8,0.6,2.46,-0.18,1.08,-0.14,-0.28,-9.72,1516,1293,,,4.04,0,,
128180,,0,,,,,,,0,1,136.2,8.5,0.7,2.21,-0.27,0.94,0.66,-1.32,-9.18,1514,1297,,,4.04,0,,
128280,,0,,,,,,,0,1,135.5,7.8,0.6,-2.16,-0.94,0.69,0.96,-0.97,-9.68,1516,1295,,,4.03,0,,
128380,,0,,,,,,,0,1,135.6,7.4,0.7,-1.50,-0.18,1.21,0.44,-1.60,-9.49,1514,1298,,,4.04,0,,
128480,,0,,,,,,,0,1,135.8,7.4,0.8,0.00,-0.21,1.40,0.26,-1.34,-9.95,1508,1296,,,4.05,0,,
128580,,0,,,,,,,0,1,135.9,7.3,0.9,-0.51,0.20,1.83,0.34,-0.91,-9.40,1513,1298,,,4.04,0,,
128680,,0,,,,,,,0,1,136.7,7.2,1.1,-0.41,0.26,1.38,0.36,-1.40,-9.59,1508,1297,,,4.06,0,,
128780,,0,,,,,,,0,1,136.2,6.9,0.9,-0.55,-0.92,0.35,1.05,-1.00,-9.99,1508,1298,,,4.05,0,,
128880,,0,,,,,,,0,1,136.2,6.2,0.9,-1.89,-1.40,1.61,0.28,-1.18,-9.98,1503,1298,,,4.05,0,,
128980,,0,,,,,,,0,1,136.4,6.3,0.8,0.80,-0.51,0.79,-0.07,-1.25,-9.76,1514,1298,,,4.05,0,,
129080,,0,,,,,,,0,1,136.9,6.7,0.6,1.73,-0.71,0.87,0.49,-1.14,-9.10,1519,1298,,,4.05,0,,
129180,,0,,,,,,,0,1,137.1,6.2,0.9,-1.52,1.16,0.80,0.91,-0.94,-9.70,1517,1299,,,4.04,0,,
129280,,0,,,,,,,0,1,136.5,5.7,1.0,-1.40,0.31,0.36,1.09,-0.65,-9.62,1510,1301,,,4.02,0,,
129380,,0,,,,,,,0,1,136.7,6.0,1.2,1.37,0.15,0.58,0.64,0.14,-9.31,1507,1299,,,4.04,0,,
129480,,0,,,,,,,0,1,135.7,6.4,1.0,0.93,-1.28,0.47,0.33,-1.43,-9.82,1513,1300,,,4.06,0,,
129580,,0,,,,,,,0,1,136.4,6.0,1.3,-1.44,0.92,-0.32,0.85,-1.22,-9.28,1516,1301,,,4.06,0,,
129680,,0,,,,,,,0,1,136.7,5.5,1.5,-1.78,0.73,-0.15,0.04,-0.99,-9.50,1511,1294,,,4.05,0,,
129780,,0,,,,,,,0,1,136.0,5.9,1.1,1.80,-1.18,-0.02,0.43,-1.51,-10.08,1514,1300,,,4.05,0,,
129880,,0,,,,,,,0,1,136.3,6.8,1.0,2.90,-0.06,-0.11,0.30,-1.11,-9.71,1513,1302,,,4.06,0,,
129980,,0,,,,,,,0,1,136.0,6.6,1.1,-0.88,-0.29,1.17,0.16,-0.85,-9.53,1511,1298,,,4.04,0,,
130080,,0,,,,,,,0,1,136.3,6.5,1.2,-0.36,-0.37,0.36,0.23,-1.02,-9.46,1515,1297,,,4.05,0,,
130180,,0,,,,,,,0,1,137.0,7.8,1.1,3.82,0.14,0.44,-0.18,-0.61,-9.91,1515,1297,,,4.05,0,,
130280,,0,,,,,,,0,1,136.4,8.3,1.1,1.26,-0.52,0.53,-0.15,-1.90,-10.23,1518,1297,,,4.06,0,,
130380,,0,,,,,,,0,1,136.4,7.6,1.2,-1.95,-0.01,0.47,0.95,-1.79,-9.54,1514,1301,,,4.04,0,,
130480,,0,,,,,,,0,1,137.1,7.5,1.1,-0.95,-0.54,0.49,0.31,-1.40,-9.79,1515,1298,,,4.05,0,,
130580,,0,,,,,,,0,2,136.4,8.0,1.0,1.82,-0.24,0.86,0.81,-1.45,-10.16,1509,1299,,,4.05,0,,
130680,,0,,,,,,,0,2,136.0,7.8,0.7,-0.80,-0.55,1.10,0.06,-1.48,-10.32,1514,1301,,,4.06,0,,
130780,,0,,,,,,,0,2,137.3,7.6,0.6,-0.20,-0.58,1.12,0.33,-1.02,-9.59,1518,1297,,,4.06,0,,
130880,,0,,,,,,,0,2,136.5,7.5,0.6,-0.08,-0.34,1.52,0.41,-0.76,-9.61,1511,1301,,,4.06,0,,
130980,,0,,,,,,,0,2,137.4,7.7,0.6,1.06,-0.33,1.65,-0.03,-1.49,-9.73,1513,1299,,,4.07,0,,
131080,,0,,,,,,,0,2,137.3,7.7,0.5,0.36,-0.10,1.22,0.67,-1.08,-10.17,1514,1299,,,4.06,0,,
131180,,0,,,,,,,0,2,136.7,7.4,0.4,-0.21,-0.61,1.41,0.40,-1.11,-10.06,1515,1297,,,4.06,0,,
131280,,0,,,,,,,0,2,138.5,6.7,0.6,-1.67,-0.05,1.76,0.49,-1.27,-10.07,1516,1299,,,4.04,0,,
131380,,0,,,,,,,0,2,138.0,6.6,0.8,-0.33,0.64,0.86,0.75,-0.80,-10.14,1517,1296,,,4.05,0,,
131480,,0,,,,,,,0,2,137.8,7.7,0.7,3.21,-0.52,0.53,0.51,-0.89,-9.54,1521,1299,,,4.05,0,,
131580,,0,,,,,,,0,2,137.4,7.2,0.8,-1.79,0.75,1.18,0.37,-1.14,-10.05,1523,1298,,,4.07,0,,
131680,,0,,,,,,,0,2,137.7,6.6,0.9,-1.78,0.60,-0.27,0.11,-0.36,-9.80,1518,1302,,,4.06,0,,
131780,,0,,,,,,,0,2,137.3,6.8,0.8,1.54,-0.65,-0.51,0.82,-0.63,-9.93,1523,1300,,,4.05,0,,
131880,,0,,,,,,,0,2,137.6,6.3,0.8,-1.27,-0.27,0.00,-0.33,-0.55,-9.40,1517,1296,,,4.04,0,,
131980,,0,,,,,,,0,2,137.5,5.9,0.6,-0.36,-0.24,-0.18,0.41,-0.88,-9.47,1519,1300,,,4.05,0,,
132080,,0,,,,,,,0,2,137.9,5.7,0.4,-0.36,-1.58,-0.12,0.19,-0.36,-10.20,1516,1302,,,4.05,0,,
132180,,0,,,,,,,0,2,137.4,5.7,0.6,0.06,0.15,-0.01,-0.27,-0.89,-9.48,1516,1301,,,4.04,0,,
132280,,0,,,,,,,0,2,136.5,5.6,0.6,0.46,-0.63,-0.23,0.40,-0.61,-9.63,1509,1299,,,4.04,0,,
132380,,0,,,,,,,0,2,137.2,5.7,0.5,0.41,-0.72,0.18,0.98,-1.32,-9.72,1508,1301,,,4.04,0,,
132480,,0,,,,,,,0,2,137.1,6.1,0.5,1.02,0.05,-0.13,-0.22,-1.64,-9.64,1509,1300,,,4.03,0,,
132580,,0,,,,,,,0,2,137.3,6.9,0.4,3.03,-0.70,-0.62,0.62,-1.16,-9.45,1508,1300,,,4.06,0,,
132680,,0,,,,,,,0,2,137.1,7.1,0.6,0.62,0.05,0.17,0.29,-1.71,-9.86,1509,1299,,,4.05,0,,
132780,,0,,,,,,,0,2,137.5,6.8,0.5,-0.81,-0.73,0.44,0.05,-0.99,-9.54,1512,1301,,,4.05,0,,
132880,,0,,,,,,,0,2,137.0,7.2,0.7,1.05,0.91,-0.37,0.61,-1.04,-9.75,1504,1302,,,4.03,0,,
132980,,0,,,,,,,0,2,137.7,7.1,0.6,0.22,-0.77,-0.21,0.01,-1.02,-9.71,1500,1297,,,4.06,0,,
133080,,0,,,,,,,0,2,137.8,6.5,0.3,-1.84,-1.16,0.17,-0.37,-1.58,-10.18,1503,1301,,,4.04,0,,
133180,,0,,,,,,,0,2,137.4,6.6,0.2,0.61,-0.12,0.25,0.17,-0.78,-9.40,1503,1299,,,4.06,0,,
133280,,0,,,,,,,0,2,137.0,6.6,0.1,0.09,-0.39,0.04,-0.25,-1.03,-10.06,1502,1300,,,4.06,0,,
133380,,0,,,,,,,0,2,137.2,5.3,0.3,-3.78,0.34,-0.32,0.45,-0.52,-10.20,1502,1298,,,4.05,0,,
133480,,0,,,,,,,0,2,137.2,4.9,0.5,-1.22,0.53,-0.32,0.47,-0.48,-9.49,1500,1298,,,4.04,0,,
133580,,0,,,,,,,0,3,136.2,4.9,0.5,-0.22,-0.19,-0.40,0.16,-1.00,-9.79,1497,1300,,,4.04,0,,
133680,,0,,,,,,,0,3,137.1,4.5,0.4,-1.20,-0.28,0.54,0.39,-0.59,-9.43,1498,1301,,,4.04,0,,
133780,,0,,,,,,,0,3,136.2,4.5,0.3,0.24,-0.92,1.04,-0.06,-0.59,-9.06,1502,1300,,,4.05,0,,
133880,,0,,,,,,,0,3,137.5,4.5,0.2,0.14,-0.42,0.55,0.54,-0.17,-10.03,1497,1302,,,4.05,0,,
133980,,0,,,,,,,0,3,137.5,5.3,0.4,2.83,0.47,0.10,0.03,-0.83,-10.10,1493,1302,,,4.04,0,,
134080,,0,,,,,,,0,3,137.0,5.1,0.2,-0.31,-0.76,0.37,0.55,-0.42,-9.86,1493,1298,,,4.04,0,,
134180,,0,,,,,,,0,3,137.3,5.2,0.3,0.41,-0.27,0.00,-0.08,-0.80,-10.13,1496,1297,,,4.02,0,,
134280,,0,,,,,,,0,3,137.0,5.2,0.3,-0.06,-0.10,0.93,0.00,-1.37,-9.74,1500,1303,,,4.06,0,,
134380,,0,,,,,,,0,3,137.0,5.3,0.4,0.47,-0.18,0.97,0.01,-1.07,-9.87,1499,1296,,,4.04,0,,
134480,,0,,,,,,,0,3,137.6,4.6,0.6,-2.56,0.10,0.85,0.21,-1.09,-10.28,1506,1302,,,4.04,0,,
134580,,0,,,,,,,0,3,136.7,4.7,0.8,-0.16,0.77,1.02,-0.85,-0.47,-9.86,1511,1300,,,4.06,0,,
134680,,0,,,,,,,0,3,137.1,5.1,1.0,1.46,0.53,0.30,0.30,-1.18,-9.64,1509,1299,,,4.05,0,,
134780,,0,,,,,,,0,3,136.7,4.5,1.0,-1.63,-0.17,0.10,0.02,-0.41,-10.31,1506,1299,,,4.06,0,,
134880,,0,,,,,,,0,3,137.0,4.2,1.0,-1.09,0.26,0.56,-0.27,-0.54,-10.01,1507,1300,,,4.05,0,,
134980,,0,,,,,,,0,3,136.6,5.4,1.0,3.71,-0.30,0.07,0.18,-1.19,-9.83,1511,1300,,,4.04,0,,
135080,,0,,,,,,,0,3,137.4,6.0,1.1,1.63,0.02,-0.53,0.00,-1.25,-9.43,1516,1298,,,4.08,0,,
135180,,0,,,,,,,0,3,137.3,6.5,1.0,1.01,-0.16,-1.03,0.22,-1.31,-9.90,1512,1300,,,4.06,0,,
135280,,0,,,,,,,0,3,136.3,6.5,1.1,0.42,-0.03,-0.39,0.37,-1.34,-9.89,1510,1302,,,4.05,0,,
135380,,0,,,,,,,0,3,137.0,6.5,0.9,-0.19,-1.15,-0.60,0.12,-1.58,-9.81,1513,1299,,,4.04,0,,
135480,,0,,,,,,,0,3,136.9,6.5,0.9,0.11,0.14,-1.17,-0.18,-1.62,-10.49,1512,1299,,,4.02,0,,
135580,,0,,,,,,,0,3,136.4,6.8,1.0,1.18,0.36,-0.52,0.74,-1.24,-10.04,1509,1302,,,4.06,0,,
135680,,0,,,,,,,0,3,136.3,6.7,1.1,-0.37,-0.32,-0.51,-0.53,-0.71,-9.95,1507,1298,,,4.05,0,,
135780,,0,,,,,,,0,3,136.4,7.1,0.8,1.47,-1.06,-0.31,-0.24,-1.23,-9.26,1505,1300,,,4.06,0,,
135880,,0,,,,,,,0,3,136.0,7.1,0.8,-0.04,0.12,-0.92,0.27,-1.50,-9.77,1507,1304,,,4.02,0,,
135980,,0,,,,,,,0,3,136.4,6.0,0.6,-3.34,-0.70,-1.02,-0.53,-0.78,-9.76,1509,1297,,,4.04,0,,
136080,,0,,,,,,,0,3,136.6,5.7,0.6,-0.12,-0.34,-0.75,-0.35,-1.21,-9.12,1508,1301,,,4.05,0,,
136180,,0,,,,,,,0,3,136.0,4.7,0.8,-3.06,0.46,-0.26,0.13,-0.70,-9.79,1506,1301,,,4.06,0,,
136280,,0,,,,,,,0,3,135.9,5.2,0.6,2.06,-0.56,0.29,-0.12,-0.62,-9.90,1504,1298,,,4.06,0,,
136380,,0,,,,,,,0,3,136.3,5.7,0.6,1.90,-0.48,0.49,0.40,-1.44,-9.64,1503,1299,,,4.05,0,,
136480,,0,,,,,,,0,3,136.2,5.6,0.7,-0.60,0.02,0.37,0.91,-0.87,-9.70,1500,1296,,,4.03,0,,
136580,,0,,,,,,,0,4,136.2,5.1,0.6,-1.60,-0.55,-0.42,-0.21,-0.34,-9.58,1500,1300,,,4.03,0,,
136680,,0,,,,,,,0,4,136.7,4.9,0.6,-0.91,-0.04,-0.39,-0.13,-0.66,-10.07,1505,1305,,,4.03,0,,
136780,,0,,,,,,,0,4,135.7,4.6,0.7,-0.98,0.44,-0.12,0.21,-0.61,-9.58,1504,1300,,,4.03,0,,
136880,,0,,,,,,,0,4,135.9,5.0,0.5,1.60,-0.53,-0.74,0.19,-1.25,-9.57,1506,1299,,,4.07,0,,
136980,,0,,,,,,,0,4,135.4,5.7,0.4,2.08,-0.92,-0.14,-0.18,-0.72,-9.63,1505,1300,,,4.04,0,,
137080,,0,,,,,,,0,4,135.3,5.8,0.4,0.19,-0.33,-0.53,-0.09,-1.04,-10.16,1504,1299,,,4.04,0,,
137180,,0,,,,,,,0,4,135.6,6.1,0.4,0.86,0.45,0.56,-0.57,-1.02,-9.77,1503,1298,,,4.05,0,,
137280,,0,,,,,,,0,4,135.8,5.7,0.3,-1.41,-0.58,0.03,0.71,-1.08,-10.09,1505,1298,,,4.05,0,,
137380,,0,,,,,,,0,4,136.6,6.0,0.3,1.28,0.38,0.66,0.66,-0.51,-9.65,1508,1300,,,4.06,0,,
137480,,0,,,,,,,0,4,134.9,6.0,0.2,-0.11,-0.76,1.02,0.04,-0.59,-10.00,1507,1299,,,4.06,0,,
137580,,0,,,,,,,0,4,136.4,6.5,0.2,1.68,-0.56,0.61,-0.43,-1.03,-9.52,1504,1303,,,4.06,0,,
137680,,0,,,,,,,0,4,135.6,6.6,0.1,0.42,-1.08,0.20,0.08,-0.56,-9.83,1510,1301,,,4.05,0,,
137780,,0,,,,,,,0,4,136.3,6.9,0.1,1.10,0.21,0.66,-0.17,-1.25,-9.65,1505,1296,,,4.05,0,,
137880,,0,,,,,,,0,4,135.8,6.8,0.0,-0.21,0.44,1.39,-0.32,-1.04,-9.57,1503,1301,,,4.05,0,,
137980,,0,,,,,,,0,4,136.3,6.9,0.0,0.78,-0.43,1.55,-0.02,-1.54,-9.90,1498,1303,,,4.05,0,,
138080,,0,,,,,,,0,4,135.7,7.0,-0.3,1.19,-1.04,1.20,-0.40,-0.97,-10.00,1498,1300,,,4.03,0,,
138180,,0,,,,,,,0,4,136.2,6.0,-0.1,-3.11,0.44,1.23,-0.01,-0.83,-9.50,1499,1301,,,4.05,0,,
138280,,0,,,,,,,0,4,135.8,6.3,0.0,1.07,0.66,1.06,0.19,-1.05,-9.41,1495,1304,,,4.04,0,,
138380,,0,,,,,,,0,4,135.9,6.2,0.1,-0.42,0.29,1.54,0.19,-0.99,-10.19,1497,1301,,,4.02,0,,
138480,,0,,,,,,,0,4,136.5,6.2,0.0,0.23,-0.38,1.61,0.61,-1.36,-9.87,1501,1299,,,4.06,0,,
138580,,0,,,,,,,0,4,137.3,5.9,-0.1,-0.83,-0.76,0.89,0.35,-1.34,-9.91,1502,1298,,,4.04,0,,
138680,,0,,,,,,,0,4,137.2,6.1,0.0,1.03,0.22,0.47,-0.23,-1.70,-9.83,1507,1300,,,4.04,0,,
138780,,0,,,,,,,0,4,136.6,6.4,0.1,1.05,-0.05,-0.06,0.25,-0.32,-9.69,1504,1299,,,4.05,0,,
138880,,0,,,,,,,0,4,135.8,6.5,0.2,0.91,0.08,0.23,-0.08,-0.96,-9.89,1497,1301,,,4.05,0,,
138980,,0,,,,,,,0,4,136.7,6.1,0.2,-1.17,-0.43,0.79,0.36,-0.61,-9.79,1497,1298,,,4.04,0,,
139080,,0,,,,,,,0,4,136.9,5.4,0.3,-1.76,-0.45,0.87,0.46,-1.82,-9.66,1495,1299,,,4.04,0,,
139180,,0,,,,,,,0,4,137.2,5.8,0.2,1.89,-0.43,0.99,0.39,-0.89,-8.99,1500,1304,,,4.05,0,,
139280,,0,,,,,,,0,4,136.3,6.1,0.4,1.31,0.62,0.13,0.05,-0.60,-10.39,1495,1301,,,4.06,0,,
139380,,0,,,,,,,0,4,136.7,6.2,0.5,-0.07,-0.04,0.94,-0.01,-0.71,-9.79,1497,1299,,,4.05,0,,
139480,,0,,,,,,,0,4,137.4,5.9,0.3,-0.72,-0.46,0.76,0.14,-0.83,-9.51,1491,1299,,,4.05,0,,
139580,1789910183080,1,50.5925542,-2.4397744,10.431,137.6,0.05,1.6,3,16,137.0,6.2,0.5,0.89,0.48,0.28,0.11,-0.95,-10.05,1500,1299,,,4.04,0,,
139680,1789910183180,0,50.5925542,-2.4397744,10.431,137.6,0.05,1.6,3,16,137.4,6.5,0.3,1.48,-1.39,0.24,0.52,-1.26,-9.35,1496,1300,,,4.04,0,,
139780,1789910183280,1,50.5925408,-2.4397533,10.311,137.6,0.04,1.6,3,16,137.5,6.8,0.2,0.73,-0.76,0.24,-0.88,-1.03,-9.45,1497,1295,,,4.05,0,,
139880,1789910183380,0,50.5925408,-2.4397533,10.311,137.6,0.04,1.6,3,16,137.6,6.7,0.2,0.04,0.09,0.87,-0.16,-0.85,-9.65,1494,1305,,,4.04,0,,
139980,1789910183480,1,50.5925235,-2.4397350,10.438,137.7,0.04,1.6,3,16,136.8,6.7,0.0,0.23,-0.74,1.37,0.07,-0.71,-9.37,1499,1302,,,4.05,0,,
140080,1789910183580,0,50.5925235,-2.4397350,10.438,137.7,0.04,1.6,3,16,136.5,6.4,-0.1,-0.19,-0.29,0.11,-0.29,-1.33,-9.87,1501,1298,,,4.05,0,,
140180,1789910183680,1,50.5925096,-2.4397087,10.460,137.7,0.04,1.5,3,16,137.2,6.4,0.0,0.09,0.35,0.92,-0.02,-0.65,-9.85,1500,1306,,,4.06,0,,
140280,1789910183780,0,50.5925096,-2.4397087,10.460,137.7,0.04,1.5,3,16,137.2,5.8,0.1,-1.87,0.37,1.13,0.09,-1.03,-9.63,1497,1301,,,4.05,0,,
140380,1789910183880,1,50.5925004,-2.4397054,10.337,138.4,0.04,1.5,3,16,137.4,5.3,0.2,-1.28,0.55,1.14,-0.29,-0.83,-9.93,1497,1302,,,4.05,0,,
140480,1789910183980,0,50.5925004,-2.4397054,10.337,138.4,0.04,1.5,3,16,137.0,5.1,0.0,-0.16,-0.24,0.22,0.01,-0.13,-9.73,1500,1303,,,4.05,0,,
140580,1789910184080,1,50.5924820,-2.4396753,10.382,137.5,0.04,1.5,3,16,137.5,5.5,0.1,0.77,-0.47,-0.18,0.01,-1.40,-9.40,1499,1302,,,4.04,0,,
140680,1789910184180,0,50.5924820,-2.4396753,10.382,137.5,0.04,1.5,3,16,137.8,5.1,0.0,-1.31,-0.91,-0.28,-0.33,-1.29,-9.61,1497,1298,,,4.04,0,,
140780,1789910184280,1,50.5924696,-2.4396526,10.397,137.5,0.04,1.5,3,16,136.3,5.4,-0.1,1.54,-0.23,0.69,-0.58,-1.10,-9.83,1493,1300,,,4.06,0,,
140880,1789910184380,0,50.5924696,-2.4396526,10.397,137.5,0.04,1.5,3,16,137.1,5.7,0.1,1.20,0.33,0.42,0.20,-1.08,-9.31,1494,1299,,,4.05,0,,
140980,1789910184480,1,50.5924513,-2.4396326,10.440,137.6,0.04,1.6,3,16,138.3,5.7,0.2,0.91,0.16,0.41,-0.06,-0.53,-10.42,1493,1301,,,4.04,0,,
141080,1789910184580,0,50.5924513,-2.4396326,10.440,137.6,0.04,1.6,3,16,137.8,6.0,0.1,0.51,-0.82,0.78,-0.19,-0.82,-9.76,1499,1303,,,4.06,0,,
141180,1789910184680,1,50.5924432,-2.4396145,10.406,137.4,0.04,1.6,3,16,137.2,5.5,0.1,-0.81,-0.28,1.13,0.02,-0.40,-9.91,1495,1299,,,4.04,0,,
141280,1789910184780,0,50.5924432,-2.4396145,10.406,137.4,0.04,1.6,3,16,137.7,5.3,0.0,-0.30,-0.50,0.88,-0.14,-0.69,-9.65,1489,1299,,,4.04,0,,
141380,1789910184880,1,50.5924275,-2.4396002,10.388,137.9,0.04,1.6,3,16,137.5,5.3,0.0,0.37,-0.79,0.90,-0.23,-0.45,-10.15,1490,1300,,,4.04,0,,
141480,1789910184980,0,50.5924275,-2.4396002,10.388,137.9,0.04,1.6,3,16,137.7,4.8,0.3,-1.52,0.51,0.96,0.10,-0.57,-9.49,1490,1301,,,4.02,0,,
141580,1789910185080,1,50.5924149,-2.4395826,10.395,137.6,0.04,1.6,3,16,138.0,3.8,0.4,-3.46,-0.49,0.58,-0.15,-0.99,-10.36,1491,1301,,,4.05,0,,
141680,1789910185180,0,50.5924149,-2.4395826,10.395,137.6,0.04,1.6,3,16,137.6,4.3,0.4,1.54,-0.05,0.61,0.42,-0.77,-10.04,1487,1298,,,4.03,0,,
141780,1789910185280,1,50.5924044,-2.4395699,10.384,138.0,0.04,1.7,3,16,137.8,4.9,0.1,2.27,-1.43,0.99,-0.35,-0.87,-8.95,1489,1300,,,4.05,0,,
141880,1789910185380,0,50.5924044,-2.4395699,10.384,138.0,0.04,1.7,3,16,137.8,5.6,0.3,2.06,0.22,1.04,0.30,-1.04,-9.33,1486,1303,,,4.05,0,,
141980,1789910185480,1,50.5923948,-2.4395389,10.384,138.0,0.03,1.6,3,16,138.3,5.1,0.5,-0.65,0.43,1.09,-0.16,-0.89,-10.41,1490,1302,,,4.06,0,,
142080,1789910185580,0,50.5923948,-2.4395389,10.384,138.0,0.03,1.6,3,16,137.5,4.9,0.7,-0.09,0.01,0.77,0.00,-0.30,-9.54,1491,1300,,,4.04,0,,
