# format=sail-log v1
# logger=synth-log.mjs (synthetic)
# boat=IOM GBR 123 (synthetic)
# class=IOM
# rate_hz=10
# declination_deg=0.3
# imu_mount=x_fwd_y_stbd_z_down
# rudder_center_us=1500
# rudder_deg_per_us=0.09
# sheet_in_us=1100
# sheet_out_us=1900
# tws_source=none
# imu_fusion=rotation_vector
# gnss_rate_hz=5
t_ms,utc_ms,gnss_new,lat,lon,sog,cog,sacc,hacc,fix,sats,yaw,roll,pitch,gx,gy,gz,ax,ay,az,rudder_us,sheet_us,aux1_us,aux2_us,vbat,event,tws,twd
124970,,0,,,,,,,0,1,217.0,-4.5,-1.9,2.05,0.56,1.82,-0.18,0.73,-9.75,1527,1454,,,5.06,0,,
125070,,0,,,,,,,0,1,216.6,-3.7,-1.9,2.46,0.13,1.18,-0.23,0.93,-9.80,1529,1452,,,5.06,0,,
125170,,0,,,,,,,0,1,216.8,-3.3,-1.7,1.16,0.51,1.46,-0.28,0.94,-9.96,1527,1454,,,5.04,0,,
125270,,0,,,,,,,0,1,217.6,-3.0,-1.6,1.26,-0.12,1.71,-0.57,0.76,-10.01,1530,1456,,,5.05,0,,
125370,,0,,,,,,,0,1,217.7,-2.3,-1.6,2.01,0.49,1.93,-0.30,0.32,-9.54,1536,1452,,,5.06,0,,
125470,,0,,,,,,,0,1,217.3,-1.0,-1.4,3.25,-0.10,1.93,-0.12,-0.05,-9.45,1532,1460,,,5.04,0,,
125570,,0,,,,,,,0,1,217.9,-0.2,-1.5,3.06,0.17,1.92,-0.25,-0.25,-9.74,1526,1455,,,5.07,0,,
125670,,0,,,,,,,0,1,217.6,0.2,-1.4,1.05,0.24,0.83,-0.13,-0.08,-9.64,1529,1460,,,5.05,0,,
125770,,0,,,,,,,0,1,217.8,-0.1,-1.6,-0.97,-0.63,0.28,-0.45,0.11,-9.95,1524,1458,,,5.07,0,,
125870,,0,,,,,,,0,1,217.4,0.3,-2.0,1.35,-1.46,0.61,-0.32,0.32,-9.92,1517,1462,,,5.04,0,,
125970,,0,,,,,,,0,1,217.4,0.4,-1.9,0.44,0.41,0.67,-0.31,-0.11,-10.37,1512,1457,,,5.05,0,,
126070,,0,,,,,,,0,1,217.8,0.6,-2.0,0.32,-0.25,1.16,-0.12,-0.44,-9.86,1516,1463,,,5.05,0,,
126170,,0,,,,,,,0,1,217.9,1.2,-2.1,1.30,-0.52,1.27,-0.45,-0.19,-9.92,1523,1458,,,5.05,0,,
126270,,0,,,,,,,0,1,218.2,0.9,-2.2,-0.96,-0.72,0.60,-0.37,-0.12,-9.76,1516,1456,,,5.03,0,,
126370,,0,,,,,,,0,1,217.4,0.3,-2.0,-1.85,0.58,0.74,-0.42,-0.08,-9.80,1515,1456,,,5.05,0,,
126470,,0,,,,,,,0,1,216.8,-0.8,-2.1,-3.41,-0.46,0.42,-0.55,0.51,-9.83,1513,1459,,,5.05,0,,
126570,,0,,,,,,,0,1,217.6,-1.0,-2.1,-0.93,-0.05,0.86,-0.62,0.18,-10.02,1513,1458,,,5.04,0,,
126670,,0,,,,,,,0,1,218.1,-1.4,-1.8,-1.29,0.62,-0.06,-0.36,0.49,-9.95,1505,1460,,,5.05,0,,
126770,,0,,,,,,,0,2,218.0,-2.2,-1.7,-2.44,0.02,0.97,-0.41,0.28,-9.98,1507,1457,,,5.06,0,,
126870,,0,,,,,,,0,2,217.9,-2.8,-1.5,-1.68,0.73,1.12,-0.58,0.89,-9.71,1510,1460,,,5.04,0,,
126970,,0,,,,,,,0,2,218.0,-3.2,-1.4,-1.38,0.62,1.11,-0.10,0.92,-9.89,1514,1460,,,5.06,0,,
127070,,0,,,,,,,0,2,217.8,-3.6,-1.3,-1.28,0.36,0.62,0.03,0.68,-9.96,1516,1457,,,5.06,0,,
127170,,0,,,,,,,0,2,218.5,-4.1,-1.5,-0.87,-0.38,1.23,-0.45,0.83,-9.79,1514,1460,,,5.05,0,,
127270,,0,,,,,,,0,2,217.9,-4.5,-1.6,-1.37,0.07,0.85,-0.35,0.77,-9.59,1512,1463,,,5.04,0,,
127370,,0,,,,,,,0,2,218.0,-4.7,-1.4,-1.06,0.43,1.32,-0.06,0.80,-9.87,1508,1459,,,5.03,0,,
127470,,0,,,,,,,0,2,218.5,-5.3,-1.6,-2.02,-1.12,0.68,-0.05,0.71,-9.91,1508,1459,,,5.05,0,,
127570,,0,,,,,,,0,2,218.4,-5.2,-1.5,0.28,-0.05,0.62,-0.12,0.90,-9.76,1506,1460,,,5.05,0,,
127670,,0,,,,,,,0,2,218.5,-5.2,-1.6,-0.41,-0.25,0.18,-0.38,1.34,-9.80,1499,1459,,,5.04,0,,
127770,,0,,,,,,,0,2,218.4,-4.4,-1.8,2.12,-0.87,-0.13,-0.47,0.90,-9.95,1500,1459,,,5.05,0,,
127870,,0,,,,,,,0,2,218.3,-3.7,-1.5,2.19,1.06,-0.19,-0.16,0.37,-9.86,1500,1460,,,5.04,0,,
127970,,0,,,,,,,0,2,218.6,-3.7,-1.1,-0.54,1.29,0.76,-0.32,0.67,-9.58,1506,1459,,,5.06,0,,
128070,,0,,,,,,,0,2,218.7,-3.3,-0.9,0.93,1.07,1.26,-0.25,0.41,-10.03,1508,1465,,,5.06,0,,
128170,,0,,,,,,,0,2,217.9,-3.6,-1.0,-0.76,-0.44,1.17,-0.30,0.60,-9.82,1512,1456,,,5.05,0,,
128270,,0,,,,,,,0,2,218.1,-2.8,-0.8,2.57,0.97,1.10,-0.02,0.64,-9.85,1510,1462,,,5.06,0,,
128370,,0,,,,,,,0,2,218.4,-1.9,-0.5,2.50,0.61,0.42,-0.02,-0.11,-9.91,1514,1461,,,5.06,0,,
128470,,0,,,,,,,0,2,219.1,-1.4,-0.6,0.91,0.00,0.13,-0.24,0.56,-9.82,1513,1459,,,5.04,0,,
128570,,0,,,,,,,0,2,219.0,-0.4,-0.7,2.76,0.63,0.43,-0.33,0.20,-9.69,1510,1460,,,5.06,0,,
128670,,0,,,,,,,0,2,218.5,-0.7,-1.0,-0.86,-0.46,0.98,0.18,0.12,-9.61,1511,1457,,,5.06,0,,
128770,,0,,,,,,,0,2,219.1,-0.5,-1.2,0.40,-0.75,1.03,-0.44,0.22,-9.76,1512,1461,,,5.05,0,,
128870,,0,,,,,,,0,2,219.0,-0.5,-1.5,-0.08,-0.47,-0.03,0.08,0.15,-9.58,1514,1462,,,5.05,0,,
128970,,0,,,,,,,0,2,219.2,-1.6,-1.6,-3.32,-0.67,0.97,-0.19,0.25,-9.99,1507,1460,,,5.05,0,,
129070,,0,,,,,,,0,2,219.0,-1.6,-1.7,0.29,-0.05,1.18,-0.13,0.11,-9.87,1510,1459,,,5.02,0,,
129170,,0,,,,,,,0,2,219.4,-1.6,-1.9,0.28,-0.57,1.72,-0.25,0.25,-9.51,1519,1456,,,5.06,0,,
129270,,0,,,,,,,0,2,219.5,-2.7,-1.9,-3.96,0.48,2.11,-0.17,0.67,-9.99,1518,1456,,,5.05,0,,
129370,,0,,,,,,,0,2,219.0,-2.8,-1.9,0.08,0.17,1.79,-0.28,0.59,-10.00,1520,1462,,,5.05,0,,
129470,,0,,,,,,,0,2,220.0,-2.9,-1.3,-0.46,1.68,1.30,-0.23,0.67,-9.72,1520,1458,,,5.07,0,,
129570,,0,,,,,,,0,2,219.8,-3.4,-1.2,-2.01,-0.12,1.07,-0.25,0.19,-10.15,1517,1459,,,5.03,0,,
129670,,0,,,,,,,0,2,220.1,-2.9,-1.2,1.62,0.27,0.88,-0.27,0.47,-9.72,1514,1463,,,5.06,0,,
129770,,0,,,,,,,0,3,220.0,-3.7,-1.2,-2.54,0.42,0.71,-0.26,0.85,-9.69,1511,1458,,,5.04,0,,
129870,,0,,,,,,,0,3,219.5,-4.5,-1.2,-1.99,0.38,0.86,-0.65,0.95,-9.96,1505,1461,,,5.06,0,,
129970,,0,,,,,,,0,3,220.1,-4.3,-1.3,0.08,-0.15,1.61,0.01,0.54,-9.57,1507,1457,,,5.05,0,,
130070,,0,,,,,,,0,3,220.1,-4.9,-1.5,-2.06,-0.17,1.58,-0.18,1.26,-9.63,1505,1459,,,5.04,0,,
130170,,0,,,,,,,0,3,219.9,-4.8,-1.5,0.23,-0.14,0.85,-0.13,0.76,-9.61,1508,1463,,,5.06,0,,
130270,,0,,,,,,,0,3,220.5,-5.1,-1.7,-1.00,-0.30,1.86,-0.40,1.11,-9.93,1514,1459,,,5.06,0,,
130370,,0,,,,,,,0,3,221.0,-4.4,-1.9,2.09,-0.12,1.84,-0.57,0.89,-9.51,1514,1458,,,5.04,0,,
130470,,0,,,,,,,0,3,220.4,-4.7,-2.2,-0.92,-0.96,1.76,-0.60,0.82,-9.48,1513,1460,,,5.06,0,,
130570,,0,,,,,,,0,3,220.7,-4.9,-2.2,-0.69,-0.24,1.28,-0.46,1.04,-9.65,1510,1459,,,5.04,0,,
130670,,0,,,,,,,0,3,220.6,-4.9,-2.1,0.11,0.70,0.97,-0.10,1.23,-9.55,1510,1456,,,5.05,0,,
130770,,0,,,,,,,0,3,221.6,-4.4,-2.2,1.56,0.36,1.61,-0.29,1.06,-9.63,1507,1459,,,5.06,0,,
130870,,0,,,,,,,0,3,221.2,-5.0,-1.9,-1.82,0.26,0.49,-0.57,0.72,-9.87,1508,1460,,,5.05,0,,
130970,,0,,,,,,,0,3,221.3,-4.9,-1.7,0.67,0.86,0.04,-0.15,1.23,-9.43,1506,1461,,,5.06,0,,
131070,,0,,,,,,,0,3,220.0,-4.4,-1.5,1.52,0.54,0.12,-0.05,0.85,-9.69,1494,1458,,,5.04,0,,
131170,,0,,,,,,,0,3,221.1,-3.9,-1.3,1.37,0.13,-0.22,-0.12,0.74,-9.63,1491,1460,,,5.05,0,,
131270,,0,,,,,,,0,3,221.6,-2.4,-1.4,4.33,0.20,0.68,-0.26,0.14,-9.60,1492,1460,,,5.04,0,,
131370,,0,,,,,,,0,3,220.8,-1.9,-1.4,1.50,-0.07,1.32,0.06,0.26,-9.49,1489,1462,,,5.04,0,,
131470,,0,,,,,,,0,3,220.9,-1.3,-1.4,2.04,-0.24,-0.13,-0.21,0.22,-10.19,1493,1459,,,5.06,0,,
131570,,0,,,,,,,0,3,221.4,-1.9,-1.6,-1.62,-0.80,1.11,-0.25,0.05,-10.02,1489,1458,,,5.06,0,,
131670,,0,,,,,,,0,3,221.3,-1.4,-1.5,1.63,0.58,1.04,-0.41,0.17,-10.06,1492,1462,,,5.05,0,,
131770,,0,,,,,,,0,3,222.0,-1.8,-1.5,-1.56,0.00,1.12,-0.25,0.55,-9.46,1494,1458,,,5.04,0,,
131870,,0,,,,,,,0,3,220.9,-2.6,-1.5,-2.68,-0.05,0.58,-0.24,0.71,-10.01,1485,1458,,,5.05,0,,
131970,,0,,,,,,,0,3,221.4,-3.0,-1.5,-1.15,-0.32,0.83,-0.22,0.71,-9.81,1486,1460,,,5.06,0,,
132070,,0,,,,,,,0,3,225.8,-3.3,-1.2,-0.71,0.53,1.08,-0.44,0.42,-9.90,1488,1462,,,5.08,0,,
132170,,0,,,,,,,0,3,225.8,-6.1,-0.7,-7.89,1.57,1.33,-0.40,0.86,-9.53,1488,1462,,,5.05,0,,
132270,,0,,,,,,,0,3,225.2,-7.7,-0.3,-4.74,1.22,0.81,0.02,1.01,-9.56,1482,1465,,,5.05,0,,
132370,,0,,,,,,,0,3,225.5,-9.0,-0.2,-4.49,0.39,0.71,-0.20,1.42,-9.63,1477,1461,,,5.05,0,,
132470,,0,,,,,,,0,3,226.3,-11.5,0.1,-7.19,0.79,0.77,-0.14,1.88,-9.22,1475,1461,,,5.04,0,,
132570,,0,,,,,,,0,3,225.5,-12.3,0.2,-2.75,-0.03,0.02,0.02,2.24,-9.67,1473,1460,,,5.04,0,,
132670,,0,,,,,,,0,3,226.0,-13.6,0.5,-3.79,1.69,0.61,-0.16,2.32,-9.87,1468,1463,,,5.04,0,,
132770,,0,,,,,,,0,4,225.5,-13.8,0.7,-0.42,0.80,0.58,0.36,2.31,-9.18,1474,1463,,,5.07,0,,
132870,,0,,,,,,,0,4,226.1,-14.0,0.5,-1.35,-0.15,0.21,0.08,2.05,-9.38,1466,1459,,,5.05,0,,
132970,,0,,,,,,,0,4,225.4,-13.4,0.4,2.12,-0.34,0.40,-0.21,2.42,-9.35,1468,1460,,,5.07,0,,
133070,,0,,,,,,,0,4,225.4,-13.2,0.6,0.76,0.53,-0.40,0.13,2.26,-9.28,1456,1461,,,5.03,0,,
133170,,0,,,,,,,0,4,225.7,-13.4,0.2,-0.43,-0.17,0.14,0.03,2.55,-9.21,1453,1459,,,5.05,0,,
133270,,0,,,,,,,0,4,225.2,-13.2,0.1,0.32,-0.33,-0.42,-0.13,2.24,-9.90,1458,1461,,,5.04,0,,
133370,,0,,,,,,,0,4,225.4,-13.5,0.0,-0.94,-0.36,-0.76,-0.04,2.03,-9.49,1452,1461,,,5.05,0,,
133470,,0,,,,,,,0,4,220.9,-13.6,-0.1,-0.06,-0.03,-0.12,0.11,2.61,-9.52,1450,1460,,,5.05,0,,
133570,,0,,,,,,,0,4,221.1,-11.6,-0.6,5.57,-1.73,-0.90,-0.22,1.77,-9.36,1466,1461,,,5.05,0,,
133670,,0,,,,,,,0,4,221.2,-10.2,-1.0,4.09,-1.78,-0.64,-0.38,2.10,-9.78,1475,1456,,,5.05,0,,
133770,,0,,,,,,,0,4,221.7,-8.1,-1.1,6.12,-0.33,-0.43,0.14,1.66,-9.71,1473,1460,,,5.06,0,,
133870,,0,,,,,,,0,4,220.4,-7.3,-1.1,1.70,-0.01,0.72,-0.25,1.19,-9.37,1483,1460,,,5.05,0,,
133970,,0,,,,,,,0,4,221.2,-6.6,-0.8,2.08,1.20,0.88,0.20,0.97,-9.84,1487,1458,,,5.05,0,,
134070,,0,,,,,,,0,4,221.4,-5.4,-1.0,3.69,-0.20,1.30,-0.22,0.71,-9.89,1494,1457,,,5.07,0,,
134170,,0,,,,,,,0,4,220.6,-4.5,-0.9,2.37,-0.08,0.81,-0.51,1.09,-9.81,1496,1459,,,5.06,0,,
134270,,0,,,,,,,0,4,221.5,-4.2,-1.1,0.96,-0.84,1.02,-0.06,0.93,-9.60,1499,1461,,,5.04,0,,
134370,,0,,,,,,,0,4,220.8,-2.6,-1.2,4.43,-0.51,0.40,-0.23,0.17,-9.77,1502,1461,,,5.06,0,,
134470,,0,,,,,,,0,4,221.7,-1.0,-1.3,5.09,-0.53,0.53,-0.23,-0.11,-9.70,1494,1463,,,5.06,0,,
134570,,0,,,,,,,0,4,221.5,-0.7,-1.8,1.10,-1.47,0.36,-0.46,0.07,-9.86,1489,1456,,,5.05,0,,
134670,,0,,,,,,,0,4,221.6,-0.8,-1.9,-0.49,-0.21,0.73,-0.30,0.21,-9.70,1488,1462,,,5.03,0,,
134770,,0,,,,,,,0,4,221.7,-0.7,-2.0,0.20,-0.26,0.20,-0.09,0.03,-9.47,1491,1460,,,5.06,0,,
134870,,0,,,,,,,0,4,221.6,-0.5,-1.8,0.59,0.47,0.21,-0.41,0.27,-9.83,1492,1460,,,5.04,0,,
134970,,0,,,,,,,0,4,221.7,-1.2,-1.9,-1.32,-0.17,0.07,-0.30,0.16,-9.67,1494,1461,,,5.06,0,,
135070,,0,,,,,,,0,4,221.3,-1.9,-1.6,-2.58,0.84,0.09,-0.01,0.17,-10.07,1495,1463,,,5.04,0,,
135170,,0,,,,,,,0,4,225.7,-3.9,-0.8,-6.08,3.00,-0.05,-0.60,0.75,-9.63,1481,1462,,,5.04,0,,
135270,,0,,,,,,,0,4,225.4,-5.8,-0.4,-5.60,1.56,0.76,-0.20,0.88,-9.45,1477,1462,,,5.06,0,,
135370,,0,,,,,,,0,4,225.2,-6.7,0.2,-2.89,1.55,0.50,-0.12,1.52,-9.94,1470,1463,,,5.06,0,,
135470,,0,,,,,,,0,4,225.8,-8.2,0.4,-5.11,0.68,-0.33,0.13,1.04,-9.70,1469,1461,,,5.06,0,,
135570,,0,,,,,,,0,4,225.1,-9.2,0.5,-3.01,0.24,-0.70,0.02,1.70,-9.45,1466,1459,,,5.04,0,,
135670,,0,,,,,,,0,4,225.5,-10.5,0.4,-3.75,-0.62,-0.93,0.23,1.52,-9.63,1461,1457,,,5.04,0,,
135770,1789909594080,1,51.4010672,-0.3266605,1.169,218.1,0.10,1.2,3,16,224.4,-11.2,0.4,-2.54,0.43,-1.02,0.37,1.62,-9.74,1448,1459,,,5.03,0,,
135870,1789909594180,0,51.4010672,-0.3266605,1.169,218.1,0.10,1.2,3,16,225.2,-12.3,0.2,-3.29,-0.51,-1.16,0.07,2.13,-9.12,1449,1461,,,5.06,0,,
135970,1789909594280,1,51.4010633,-0.3266587,1.148,215.0,0.10,1.3,3,16,224.6,-13.4,0.3,-2.79,0.30,-1.32,-0.01,2.27,-9.48,1447,1461,,,5.06,0,,
136070,1789909594380,0,51.4010633,-0.3266587,1.148,215.0,0.10,1.3,3,16,225.2,-14.2,0.2,-2.53,-0.22,-1.46,0.08,2.39,-9.58,1450,1459,,,5.05,0,,
136170,1789909594480,1,51.4010644,-0.3266643,1.157,214.8,0.10,1.2,3,16,224.3,-14.1,0.1,-0.17,-0.27,-0.92,-0.25,2.57,-9.59,1448,1460,,,5.05,0,,
136270,1789909594580,0,51.4010644,-0.3266643,1.157,214.8,0.10,1.2,3,16,224.0,-14.7,0.2,-1.56,-0.44,-0.20,0.21,2.49,-9.74,1444,1460,,,5.05,0,,
136370,1789909594680,1,51.4010601,-0.3266625,1.075,217.2,0.10,1.2,3,16,223.6,-15.2,0.2,-1.64,0.88,-0.19,0.05,2.56,-9.69,1446,1460,,,5.05,0,,
136470,1789909594780,0,51.4010601,-0.3266625,1.075,217.2,0.10,1.2,3,16,224.2,-14.8,0.1,1.56,-0.18,-0.18,0.14,2.46,-9.21,1449,1460,,,5.04,0,,
136570,1789909594880,1,51.4010558,-0.3266634,1.070,214.2,0.11,1.2,3,16,223.7,-15.8,0.3,-2.61,0.52,0.07,0.19,2.69,-9.61,1443,1460,,,5.04,0,,
136670,1789909594980,0,51.4010558,-0.3266634,1.070,214.2,0.11,1.2,3,16,224.8,-15.9,0.7,-0.59,1.37,-0.73,0.14,2.87,-9.54,1445,1460,,,5.03,0,,
136770,1789909595080,1,51.4010616,-0.3266632,1.110,213.4,0.10,1.2,3,16,223.2,-15.7,1.0,0.53,0.76,0.67,-0.08,2.78,-9.55,1447,1457,,,5.04,0,,
136870,1789909595180,0,51.4010616,-0.3266632,1.110,213.4,0.10,1.2,3,16,223.5,-15.2,1.0,1.73,0.35,0.44,0.08,2.60,-9.36,1452,1460,,,5.05,0,,
136970,1789909595280,1,51.4010531,-0.3266694,1.118,216.2,0.11,1.1,3,16,223.8,-15.3,1.0,-0.34,-0.15,0.13,0.05,2.48,-9.28,1453,1457,,,5.05,0,,
137070,1789909595380,0,51.4010531,-0.3266694,1.118,216.2,0.11,1.1,3,16,224.2,-15.5,1.1,-0.78,0.34,-0.07,0.33,2.81,-9.63,1449,1462,,,5.04,0,,
137170,1789909595480,1,51.4010528,-0.3266648,1.130,221.4,0.11,1.1,3,16,223.8,-15.8,1.2,-1.14,0.35,0.12,0.58,2.47,-9.40,1443,1456,,,5.05,0,,
137270,1789909595580,0,51.4010528,-0.3266648,1.130,221.4,0.11,1.1,3,16,224.4,-15.6,1.1,0.18,-0.23,-0.66,-0.20,2.70,-9.47,1444,1460,,,5.05,0,,
137370,1789909595680,1,51.4010490,-0.3266651,1.106,215.0,0.11,1.1,3,16,223.6,-15.5,0.8,-0.09,-0.60,0.37,0.30,2.68,-9.26,1439,1458,,,5.04,0,,
137470,1789909595780,0,51.4010490,-0.3266651,1.106,215.0,0.11,1.1,3,16,224.0,-16.1,0.6,-1.80,-0.39,-0.26,0.16,2.40,-9.41,1438,1457,,,5.04,0,,
137570,1789909595880,1,51.4010492,-0.3266744,1.123,218.2,0.10,1.1,3,16,223.5,-15.8,0.6,0.59,-0.39,-1.18,0.06,2.69,-9.53,1436,1460,,,5.05,0,,
137670,1789909595980,0,51.4010492,-0.3266744,1.123,218.2,0.10,1.1,3,16,219.5,-14.3,0.3,4.25,-1.01,-1.36,-0.01,2.47,-9.22,1432,1462,,,5.04,0,,
137770,1789909596080,1,51.4010459,-0.3266726,1.170,218.0,0.10,1.0,3,16,219.7,-12.7,-0.3,4.48,-1.33,-0.76,-0.15,2.08,-9.63,1449,1459,,,5.06,0,,
137870,1789909596180,0,51.4010459,-0.3266726,1.170,218.0,0.10,1.0,3,16,219.2,-11.3,-0.3,3.94,-0.02,-0.40,-0.21,1.90,-9.66,1450,1460,,,5.05,0,,
137970,1789909596280,1,51.4010461,-0.3266775,1.061,212.9,0.10,1.1,3,16,220.1,-9.3,-0.5,5.56,-0.58,-0.73,-0.20,1.46,-9.68,1459,1459,,,5.03,0,,
138070,1789909596380,0,51.4010461,-0.3266775,1.061,212.9,0.10,1.1,3,16,218.6,-9.1,-0.6,0.89,-1.07,-0.66,-0.41,1.63,-9.73,1456,1461,,,5.04,0,,
